2450613|5406153|FR
3288549|407627625|FR
15678611|354934933|MX
3601609|12686159|FR
66172662|296677165|FR
72132348|260994165|GB
14525574|17647731|FR
4676402|422504863|BR
20517171|367087705|FR
72586773|407997831|GB
9807185|142009261|FR
511663|7042815|FR
1161906|18143338|FR
10214840|13188328|FR
65264774|159313803|GT
74254480|420771451|GB
6012077|73210351|FR
58782251|8149129|FR
5797378|4748877|FR
72890499|412902901|FR
7198205|1338850|FR
66657816|415370771|FR
64304639|351117963|MX
49946061|188230453|BR
67238735|89263631|GT
2125042|20584505|FR
3776152|90897521|FR
66789451|391122925|FR
73916602|56415711|FR
49946151|424139683|BR
3590191|11473378|FR
54519711|3884270|FR
3158291|15840235|FR
2952876|4672543|FR
70697364|9549639|FR
677232|74072741|FR
17615568|12447601|FR
73724284|12094774|FR
10584168|13081558|FR
7512053|391368955|FR
3090603|184569373|BR
36542811|116296021|HU
60137461|4212188|FR
3147849|60939791|FR
64607951|6127321|FR
70266761|13028091|FR
71459019|150135391|NL
1151568|21749490|FR
4771154|51268731|FR
74609330|273300555|IT
72431271|18359028|FR
925956|15924108|FR
71812811|276876803|CO
2651093|4982126|FR
2919338|8633353|FR
60200431|21545599|FR
3437465|56767581|FR
72579279|432191261|FR
14598352|15111728|FR
70845155|8633353|FR
3325262|418375943|BR
3167303|419062003|AR
3134034|277989415|GB
5093549|20584505|FR
70845155|8633353|FR
62268169|209708315|NL
5151888|38810161|FR
62749909|410388583|CA
8086128|119135141|FR
69024159|290281023|MX
63275522|409616183|BR
61569728|254643565|BE
67329369|16642658|FR
1562418|1473444|FR
60741778|12217052|FR
7255721|346182315|GB
2508419|6729380|FR
66465548|14711556|FR
916424|323508905|FR
3973902|34161081|GB
9919586|8876312|FR
1147956|349473735|FR
14496724|416843951|FR
72453104|1702845|FR
57119391|10251253|FR
1986292|220202993|BO
2657834|197684785|FR
54519741|14046359|FR
62709535|77251211|FR
16988890|12612387|FR
65626657|79708081|FR
64329831|369686253|CO
62706299|102346961|FR
16501727|44729361|GB
4209344|15111728|FR
71966847|3273752|FR
4673403|19846198|FR
70721538|381252127|BR
71736275|379590517|CO
68583306|2007582|FR
63238996|22120707|GB
14404791|344383455|FR
14299589|423319851|GB
71836457|119135141|FR
959183|2422793|FR
13785138|328896315|GB
16988883|12612387|FR
881479|4618482|FR
13850839|16972558|FR
676159|119135141|FR
17150521|108297991|IT
73024174|412383781|TR
30435931|142489023|CA
4374069|12706421|FR
64232589|13646105|FR
67973997|104563791|FR
70206825|14841839|FR
4771154|51268731|FR
3500881|126426251|BE
12343712|5186161|FR
3129574|252623223|HN
1582043|117788591|FR
4709952|416215443|CO
72718701|289835625|DE
3091911|25857071|FR
67419014|258796155|DE
15048775|316715133|MX
12343171|9807605|FR
66206087|282451843|GT
65521906|10251253|FR
4225631|71554471|FR
61003099|424903253|GB
7485967|427590377|BR
772020|15111728|FR
15899312|15111728|FR
10679967|15111728|FR
61731767|153556141|GB
67535297|145181731|FR
74456479|203264275|FR
51143031|423319761|DE
61424045|119780741|FR
4603403|344213345|GB
70574611|6400451|FR
66341267|374043545|DE
4223219|71646031|FR
3140535|74240971|FR
807072|50320391|FR
62070478|70722581|FR
61142295|10048447|FR
45568081|271710705|HR
17505039|12612387|FR
5632695|19545998|FR
3152224|418976041|GB
3885773|243960222|TH
67929155|141681891|NL
9958133|2007582|FR
67539564|339683267|CO
65631306|336735571|GB
70079966|427314007|CL
71036241|5248336|FR
64607956|294885343|MX
4118852|1549584|FR
70697370|17169914|GB
9938258|118459311|FR
72299972|421996303|NL
67800326|392703275|HU
66172654|155871431|FR
38536131|427033617|BR
17868429|318417443|CO
3585826|13316619|FR
22923071|17808283|FR
13850838|16972558|FR
4681377|323681953|BR
71383877|56910221|FR
10458929|109662731|DE
13469430|423328073|PE
6040336|365494923|MX
6010766|366579565|DK
7893505|432302401|FR
72717409|398777055|FR
74440889|418792553|CA
3089054|395560327|CO
69963286|248975713|MX
27092561|398239855|FR
68446351|6940178|FR
15058484|349157825|FR
12565419|21996389|FR
7512191|406568527|BR
67018623|423979273|MX
69879259|9625305|FR
69001968|16040577|FR
45450211|340814927|US
849904|398056|FR
71966541|155589621|FR
3355750|104704331|FR
72160313|405122355|FR
71450009|322931703|GT
70100098|361094923|CL
12830891|18118972|FR
686800|254284115|GB
73616508|405122355|FR
68944615|282697015|FR
13129749|271077503|MX
38776751|102739031|CO
3882753|258596343|MX
2423891|415887073|PH
65707489|19545998|FR
32332711|365644345|DK
49946171|188230453|BR
28144001|99784471|GT
2929062|70856671|FR
17546911|405164025|IT
68305968|425983293|MX
72059773|423125422|MY
510932|70856671|FR
52983281|339440677|MX
62246944|412496603|CO
7059492|15516287|FR
72421058|293987305|IE
69580057|373597397|MX
50553911|20733075|FR
45847031|339345661|FR
60978718|69339791|FR
14552292|157842521|DE
3143039|35579821|FR
16401970|315928915|FR
55015251|82654481|FR
10039357|30456941|FR
72569054|170025981|FR
70322130|297995|NL
72717423|353120|FR
550359|407120055|GB
67202317|158498201|FR
1086633|169890273|BR
70622866|321212655|FR
6789692|56877781|FR
6080021|132461993|CO
61142286|359663303|GT
908787|15648756|FR
72371357|128633771|GB
70097065|341559382|MY
12445535|15636832|FR
71624766|22042779|GB
73616508|218976105|FR
64349905|414984103|AR
3539278|357487063|BO
8041638|38046071|FR
65120145|258796155|DE
73616508|260461985|GB
56890431|112185101|FR
69879253|19494608|FR
2577970|11201682|FR
73916621|6920783|FR
12269970|2818081|FR
65592241|199484597|AR
3657905|126426251|BE
6476903|272933005|JM
56896381|372166897|MX
17347974|414606141|DE
33243521|69380041|CA
67931878|158398091|FR
65759979|657868|FR
3020068|13313942|FR
68748934|9334844|FR
61018235|379907257|BR
8930372|425527352|TH
69712260|65060341|HU
3296749|56767581|FR
13161111|245786423|MX
60694640|15850669|FR
66730183|282697015|FR
74294735|346852983|GT
71608362|396560145|FR
10099675|396560145|FR
13789089|353807675|FR
65603302|13722322|FR
69580061|335249357|MX
11747917|15111728|FR
2958771|10662494|FR
11371559|27660891|SN
73058488|7834127|FR
71836457|1359216|FR
74659695|377299735|FR
72160310|428579075|SK
69002098|360231535|FR
68963842|19932482|FR
1150374|360231535|FR
67929279|313333595|NL
50043991|21060669|GB
69390867|428709685|GB
53288981|159188431|FR
72046522|20467981|GB
1140666|11856270|FR
3128904|14485880|FR
3097538|374043545|DE
63034990|427031407|HN
68612712|365267395|FR
5092738|98102821|CO
13789089|17347280|FR
10161529|90911621|GB
61068622|92346941|CO
65245781|337569721|GB
70962942|284847355|GB
15050725|388771297|CO
31504891|13592172|FR
67526692|426894145|AT
3613567|417320361|FR
72294293|376762275|GB
69879250|7876877|FR
2171461|409435351|FR
913858|349032745|FR
3758624|284847355|GB
913681|285049945|NL
1724721|299353225|NL
74099064|55372791|FR
71898439|188442643|GT
69879250|217962875|FR
929557|281126185|GB
2716585|246479245|PL
73724283|336305841|NL
73918522|3023887|FR
74325221|401435597|MX
73178876|84244201|CO
4311358|328572345|GB
10446172|20833841|FR
7270171|6193257|FR
66839566|80205461|CO
3863211|174928723|CO
3091963|351069183|BR
62664205|251529503|CA
62532336|19846198|FR
909296|14792741|FR
63328574|17981549|FR
906682|333970801|BE
16705414|14618891|FR
537346|256592263|CA
851053|339643587|BR
73738693|20139769|FR
70640486|34770851|FR
5468543|128017201|FR
7900381|15275487|FR
74395271|14379758|FR
68893980|21246510|FR
6494489|220202993|BO
68816464|421463561|GM
73372606|295971375|GB
14348463|292581645|GB
44231001|62205551|FR
73025881|171947911|FR
71678123|56855511|FR
69122686|308422105|DZ
72363404|132271671|FR
71099825|356134145|TR
12008654|278467315|ES
2300970|319066855|GB
8175115|348616465|FR
72544957|404111157|GT
62042683|422502313|MX
62027980|306050265|GB
3117858|16065756|FR
3672724|20456848|FR
2243411|15152223|FR
4195713|214663205|FR
555655|418430663|MX
12061811|271257145|GB
1159430|353807675|FR
678894|7247612|FR
69608342|246626385|GB
60702294|410454293|CO
2192577|14382783|FR
68973458|2813742|FR
17199793|150500541|FR
71159394|428894527|MX
74356181|351117963|MX
18836711|142489023|CA
68960932|353807675|FR
68960935|353807675|FR
67420940|418792553|CA
60829377|237744523|GT
11192851|373936665|GB
5404031|10184441|FR
68628542|351227553|BR
60137451|318699793|CA
15145731|256760805|GB
64734260|209895185|NL
14509577|429011025|FR
74716372|140151891|PL
778429|128115011|GB
71078407|19551472|FR
801867|12487804|FR
2263378|207367095|GB
66190258|422047261|DE
63317749|66228161|RS
3114773|17434064|FR
71294452|114650841|FR
19004851|373787015|FR
69217046|13171983|FR
9997018|4009659|FR
38290611|73889531|FR
7812630|203739515|GB
15552377|48386931|FR
11826246|14944012|FR
1086633|387657287|BR
3771457|51268731|FR
72547087|80813911|FR
55015251|387657287|BR
72004951|97736191|GB
72795470|241955075|GB
13184323|326926295|NL
533578|7839339|FR
72067488|363065005|GB
4091848|8273709|FR
60952281|76147231|MX
73210061|15060050|FR
3156452|122483111|GB
67615719|184785353|BR
660423|209708315|NL
72717421|428632535|FR
72387089|9872922|FR
9852840|252198603|BR
69879250|222113135|MA
59940921|138907921|PH
45151631|240323175|NL
14340726|253330225|NL
69879257|10131094|FR
16462610|345794445|FR
1160182|371117915|GB
16552186|14699622|FR
71092145|20798323|GB
664456|218892945|NL
44300861|224354223|BR
66672833|138045111|FR
13139146|381372605|GB
64965368|348258915|FR
60788473|21986055|FR
18063044|5488354|FR
68893984|336763901|FR
62818400|104066661|GB
72160312|361201855|GB
4975540|105460101|FR
69001299|297707543|BR
13641697|345794445|FR
72717423|15178147|FR
69270253|399984385|FR
14838095|195559497|MX
61424042|1561378|FR
3863371|183269853|MX
74699401|428416015|ES
67779189|12436617|FR
74077973|348764685|GB
65492586|235829563|MX
1141667|196323945|GB
17135115|220935793|BR
7624051|415894541|FR
13616336|230045515|GB
74191365|250332605|GB
69390867|340149221|GB
4125923|20482624|DE
74916190|263914735|FR
37188811|196332085|FR
3117861|16065756|FR
70266757|168592941|FR
58779241|122834913|MX
1138630|15935599|FR
72547064|19886684|FR
63094589|16013397|FR
61169415|93099071|FR
18111477|202423077|BR
50796481|372615925|FR
4224041|128017201|FR
70801203|7775797|FR
61490419|424879343|CO
67231437|124992591|GB
68155477|39836011|FR
63323204|18870794|FR
67526514|297158763|CO
73786724|421620433|GT
54519831|10772309|FR
68839924|426793047|SV
62723996|11728703|FR
4946882|1080489|FR
910919|88678761|FR
4619462|108103691|FR
64527986|77241751|FR
2515371|2867212|FR
3117861|16065756|FR
63432536|381074725|GB
70100098|16089822|FR
7009258|15528262|FR
4274100|287754715|ES
3590185|267535563|MX
2944546|10153420|FR
6715916|406516285|GB
66206016|402137147|GT
69627777|359924425|FR
10446162|39836011|FR
4184705|12497852|FR
7667341|54985091|FR
16977930|199558095|FR
2508977|71528171|GB
4262775|87663711|GB
73216321|20303951|FR
16879810|211847403|GT
13795730|339202597|MX
66206025|253644473|GT
20242391|394749817|MX
2451658|266709793|CO
74232000|100351671|FR
2738006|1705137|FR
65367551|145917401|FR
72547067|80813911|FR
68771815|378520567|GT
2124394|274931765|CO
72544958|193172167|MX
61972437|405221517|CO
70965966|314837473|MX
16015020|425436353|AR
68861114|280595625|NL
6493795|242608475|GB
12270399|405221517|CO
39478281|414133503|MX
67317040|372860327|EC
60751710|295264893|BR
13132307|4507599|FR
71587158|358347783|MX
5816528|202969233|CO
3108592|21002941|FR
2442544|194332465|GB
5179707|3328953|FR
7554545|424042653|BR
13269730|414824723|GT
74935031|430257355|GB
61752304|421655713|BR
14881634|345794445|FR
73982438|425941601|FR
74418766|421486121|DE
70022562|7834127|FR
7868651|156200411|FR
74473155|3810307|DE
2423913|172449751|FR
62847147|21150959|FR
32118901|135341131|NL
65622887|5111654|FR
73825764|393638535|FR
61308955|103076021|FR
73724283|318918545|BE
41325601|422764701|FR
54428401|285049945|NL
16705444|10462091|FR
74099064|55372791|FR
68179869|20145595|FR
69623166|40086721|FR
6408276|19655951|FR
72547067|80813911|FR
66651139|18012639|FR
70570251|92260481|FR
936861|5379088|FR
1190341|800447|FR
11209074|360540763|BR
73982436|377299735|FR
67238733|56737151|IE
12802450|21792497|GB
7675463|10177601|FR
774269|6098094|FR
66773288|427366075|FR
71498351|396779417|GT
74941749|163927081|GB
3330512|320203793|BR
596012|3114837|FR
70266760|65590631|FR
68018874|391807145|NG
751867|418738601|GB
71955286|428442825|FR
3020068|18153023|FR
1098069|12231124|FR
7474208|416244073|BR
72787746|12985763|FR
70403442|26498771|FR
61395235|372685477|GT
3028064|234990365|GB
70508597|396932525|FR
70506385|25084201|FR
73616508|101642521|FR
2954342|7468299|FR
62514947|11777123|FR
881477|375138047|CL
4281209|297995|NL
66494025|21986055|FR
21761791|345794445|FR
5931803|166567381|GB
9900592|10251253|FR
16197305|44715861|FR
68171523|9451058|FR
69863371|332658287|CO
73223681|404302415|FR
68162038|137303523|BR
1174598|23261831|GB
9964359|6352057|FR
74158088|5200273|FR
2454037|399363005|GB
16587280|6832578|FR
3256397|6882466|FR
1112991|248058563|BR
72544952|230045515|GB
72379661|425344533|CL
72717423|82219081|FR
1581670|321201485|FR
14552287|11602352|FR
1143032|265299783|CO
1079802|366440675|FR
72410782|430165797|MX
6416114|10832534|FR
26320041|122586761|PL
70904857|409503753|CO
13148669|199242085|GB
7058839|22290504|FR
66554895|391807145|NG
67238855|412679683|MX
15220729|373094857|PE
3140490|58897471|BE
35082681|89194161|HU
71678129|368278115|FR
15389554|403767267|MX
3242996|12149918|FR
6414665|281971895|FR
66465550|381693745|FR
3128097|423109643|BR
73135389|187220281|GB
623458|424176333|GT
74659694|399465405|FR
74506753|14647146|FR
5468319|13733717|FR
73217393|3767333|FR
65554126|20760966|FR
3135553|15111728|FR
69879250|216000195|FR
11964485|79395291|FR
55611201|213644423|CO
67238733|421724563|MX
6336651|328536847|GT
8086130|138619851|FR
15928225|391807145|NG
72427147|92692031|BE
4385199|138753761|FR
3132365|18872048|FR
73616508|374864535|FR
7411289|136696911|CH
6461432|404635835|FR
2651095|289759955|GB
63457747|323191735|FR
65732141|423112033|MX
57835371|184988943|MX
849382|285330963|MX
3872920|374500825|GB
43785081|355634215|GB
68016602|402412215|FR
20156791|292367923|MX
1115742|60505881|FR
12724812|19845146|ES
74888278|13809402|FR
73682285|429247505|FR
72348453|12820754|FR
17685140|34960881|CA
4588790|147506491|FR
71830181|312815965|GB
67064641|162365503|CL
71039601|379259095|GB
17221605|98403471|MX
72372263|421296573|MX
73580684|55627301|NL
65445745|16158150|FR
68919495|376717935|FR
61085540|419958021|ES
2177199|291748525|DE
61250806|427262737|GT
69879249|430810441|FR
2304519|235681833|CO
14932021|148239493|EC
73724283|417776073|MX
677232|141009681|FR
55613161|423595523|CO
63226371|9503961|FR
74033856|423574993|GT
704342|379882457|MX
61087141|77743371|FR
4733113|16937336|FR
17563412|4768067|FR
15142885|427078657|CO
3614132|381195317|CO
71966539|18515092|FR
60698001|358372223|MX
65393479|19188684|FR
1583108|16806612|FR
17479801|320120203|MX
5954477|373447207|CO
68960933|413636301|FR
62724017|178311633|BR
13842015|254676373|BR
62723999|11603685|FR
62847147|382931607|MX
74494863|428807995|FR
66462098|388344137|CO
62847142|382931607|MX
3462864|343131793|CO
32106011|233421233|MX
15176223|370765697|CO
1159162|19545998|FR
72576341|296453963|MX
70266756|425591603|PH
70785272|8137863|FR
20643031|324362193|MX
17615563|392508887|BR
879923|317047935|FR
18063175|185752351|FR
13719867|10184441|FR
61779868|424463463|GT
66314771|77241751|FR
70833105|276711643|CO
63302392|323805133|GT
70079958|425364413|MX
782919|333970801|BE
6647965|146639273|MX
72544960|244848053|MX
74356181|427491077|GT
16224430|426035973|MX
61142216|80230331|CO
68621355|413923473|CO
69879255|106383051|FR
62724015|359663303|GT
13529559|4637542|FR
73412423|321225905|FR
11179443|279423103|CO
17449234|382931607|MX
14154360|326048595|GB
73567814|90946051|FR
3092764|24050721|FR
72410787|348271793|HN
72741483|395723207|GT
885846|333923131|GB
3367064|227064143|MX
18086548|376963357|MX
74928963|239984515|FR
65938285|225664493|MX
70835124|11082002|FR
63564841|357641|FR
73140591|14684104|FR
72059773|13940139|FR
14404805|17302425|FR
71966847|14903782|FR
69879251|5327690|FR
63706859|15713633|FR
69390867|294577615|FR
64795689|349902375|DE
53937211|48020401|FR
66660896|14571254|FR
13342182|144168393|PE
1583108|12042295|FR
16873416|11749448|FR
68893976|13171983|FR
10381542|318840225|FR
71389724|430348017|BR
70266757|17407986|FR
545259|401358245|TR
70559985|235101165|NL
69390867|181256511|FR
63253695|11470514|FR
66190256|12418011|FR
61109754|13204192|FR
69305455|391150197|CO
68917074|3422899|FR
67556948|74760551|FR
3664988|14458326|CH
71886594|34628531|IE
596025|75551281|FR
75081842|171938971|PL
2627754|87817501|FR
940335|12857496|FR
4694989|201173225|FR
15049769|429416697|HN
61008511|11175782|FR
7877025|1989533|FR
13705832|11113770|FR
10101746|337145661|FR
14598566|221474815|ES
4091721|105399701|PL
4253577|14098433|FR
4534704|137640691|FR
61167140|14855772|FR
72856678|20696573|FR
67929167|424400031|FR
66021217|167437481|FR
7512055|275466485|GB
67231569|738674|DK
11747969|12378957|FR
5277757|430503847|GT
69840173|342919033|BR
64346863|12933122|FR
1124660|19705081|FR
7711340|239038965|IT
70505308|89667961|FR
13791293|176070571|FR
65264146|429118615|RU
67164878|277521355|FR
17135122|326353385|FR
70266756|374846517|BR
73617328|429355905|GB
62754460|20970441|GB
1109739|408788861|GB
68095998|409435351|FR
14299595|98287601|FR
62847147|213489575|FR
71294452|428774415|GB
3289228|143953561|FR
4597987|343784373|MX
4678214|316729705|GB
549899|426442025|SK
72788752|95456081|DE
65546465|50024391|FR
64690403|252290935|NL
2813173|393804295|RS
9488565|1267327|FR
38366581|353570023|MX
61531917|144390661|FR
68893971|22284133|FR
62724015|425880353|CO
52265971|88142831|GB
70835783|278539315|BR
67929155|408579231|FR
11745472|5453852|FR
71828728|409109851|GB
6494485|411826433|GT
71966847|12190710|FR
61320736|340847381|GB
58047531|227915513|MX
18427681|69847101|FR
16612485|15102462|FR
62067427|422771831|DE
13727647|119801611|GB
62351303|207048473|CO
68390604|425691113|CO
70509386|64997171|FR
73262593|163639711|FR
13308291|411242833|MX
4115337|417366563|EC
65492317|230846143|MX
1579971|426862817|BR
13789085|14772753|FR
923949|26760881|FR
67963453|296699775|ES
68436650|369430383|BR
69390867|429144965|SK
25234781|198802967|CO
18230371|349902375|DE
1157432|424267253|PE
60137461|13312095|FR
9815458|215425683|AR
4300121|18515462|IT
60726427|2845700|FR
9900589|10251253|FR
2315171|396965755|FR
67898536|49376501|FR
69927108|232432915|GB
22785401|13708419|FR
14193958|80694331|FR
